Wavelength / nm,Molar Absorptivity / M-1 cm-1
436.6203,958.0003306
436.8238,902.6092111
437.0272,897.0647315
437.2307,852.0462918
437.4341,928.4953256
437.6375,942.0762722
437.841,927.0352716
438.0443,942.830744
438.2477,886.2069293
438.4511,855.9588649
438.6545,832.5836816
438.8578,798.5854821
439.0611,797.9928101
439.2644,820.0021478
439.4677,780.8500212
439.671,737.8890791
439.8743,670.7360279
440.0775,680.8133065
440.2808,659.0098518
440.484,681.4702169
440.6872,636.7435998
440.8904,610.278122
441.0936,603.9498101
441.2967,621.1732957
441.4999,595.0314497
441.703,573.0931763
441.9062,585.1084276
442.1093,572.8953813
442.3124,578.9249958
442.5155,602.5392554
442.7185,559.9534723
442.9216,553.7027337
443.1246,559.5424033
443.3276,565.7549538
443.5307,564.3800916
443.7337,570.4055727
443.9366,561.2830159
444.1396,604.1093668
444.3426,596.0624018
444.5455,566.9555169
444.7484,578.385607
444.9513,613.1791915
445.1542,582.4179649
445.3571,569.9001105
445.56,567.5586242
445.7628,578.4649889
445.9657,555.8223748
446.1685,514.3486484
446.3713,566.6097755
446.5741,560.3691976
446.7769,564.9590023
446.9797,572.9873772
447.1824,566.5896451
447.3852,512.5988122
447.5879,496.0448383
447.7906,492.0842234
447.9933,480.0293879
448.196,380.7656821
448.3986,323.6668567
448.6013,311.5623942
448.8039,302.7319871
449.0066,271.0539649
449.2092,294.2364864
449.4118,257.0251571
449.6143,247.9155227
449.8169,228.2639184
450.0195,188.6048459
450.222,174.6108611
450.4245,139.7318836
450.627,128.7329912
450.8295,128.523373
451.032,133.8074573
451.2345,106.3805455
451.4369,119.7969267
451.6394,147.6402826
451.8418,180.7765179
452.0442,215.7988593
452.2466,249.5853659
452.449,312.15958
452.6513,347.4286466
452.8537,328.2874163
453.056,350.2037467
453.2583,364.2351414
453.4607,394.2574889
453.663,374.0774975
453.8652,337.2444913
454.0675,344.2916149
454.2697,351.9799117
454.472,321.1697063
454.6742,320.7605677
454.8764,348.1149277
455.0786,347.0949782
455.2808,346.8921799
455.4829,351.2722587
455.6851,309.894527
455.8872,247.602359
456.0893,234.8011498
456.2915,222.3042834
456.4935,227.3652418
456.6956,223.8017677
456.8977,252.1096524
457.0997,236.4434958
457.3018,217.2802269
457.5038,239.2055983
457.7058,245.6306486
457.9078,258.3195938
458.1098,267.6934441
458.3117,290.3673147
458.5137,287.3589219
458.7156,330.1319269
458.9175,306.7475826
459.1194,302.9733827
459.3213,321.7110486
459.5232,308.7829664
459.725,327.2760144
459.9269,329.4565789
460.1287,334.5459427
460.3305,348.9915786
460.5323,316.1420572
460.7341,328.3767785
460.9359,290.4335527
461.1376,300.4435122
461.3394,289.2133775
461.5411,254.8279947
461.7428,241.30203
461.9445,258.2691132
462.1462,268.3099574
462.3479,261.2129182
462.5495,288.3700094
462.7512,253.2525858
462.9528,251.2670059
463.1544,285.7241296
463.356,284.7272124
463.5576,303.7663516
463.7592,296.9431099
463.9607,306.119604
464.1623,311.4213862
464.3638,249.9565302
464.5653,249.3232335
464.7668,193.1425998
464.9683,183.596968
465.1697,129.3391757
465.3712,116.9748317
465.5726,172.7135991
465.7741,169.1839602
465.9755,142.91429
466.1769,149.9963055
466.3782,113.5644292
466.5796,96.2388973
466.7809,71.76020641
466.9823,28.02876297
467.1836,39.56770098
467.3849,6.891200744
467.5862,17.92372122
467.7875,70.79088373
467.9887,72.01741343
468.19,65.25639411
468.3912,146.7575077
468.5924,180.1939015
468.7936,200.0168099
468.9948,220.1446524
469.196,284.2620699
469.3972,347.2063972
469.5983,301.1095714
469.7994,313.9010039
470.0006,321.2720417
470.2017,280.6531142
470.4027,250.7823406
470.6038,259.2504745
470.8049,249.4302465
471.0059,273.2680973
471.2069,185.3294072
471.408,150.9168018
471.6089,92.89588895
471.8099,60.54682069
472.0109,76.45220386
472.2119,88.11061593
472.4128,71.83058992
472.6137,66.76187485
472.8146,79.88427524
473.0155,57.31615761
473.2164,62.20181064
473.4173,17.60562702
473.6181,0
473.819,40.89896563
474.0198,64.23386576
474.2206,75.77831495
474.4214,151.3646589
474.6222,162.5842996
474.8229,178.5835823
475.0237,192.1176066
475.2244,215.2836128
475.4251,293.8354732
475.6258,374.8360524
475.8265,330.7816945
476.0272,326.7769819
476.2278,311.5467842
476.4285,303.8900832
476.6291,267.8083887
476.8297,276.3387511
477.0303,293.5391778
477.2309,258.1211994
477.4315,240.2273487
477.632,252.3022862
477.8326,243.6206081
478.0331,243.9336768
478.2336,268.7843119
478.4341,240.1368592
478.6346,230.72275
478.8351,219.8521653
479.0355,214.5954745
479.236,215.872877
479.4364,179.6032007
479.6368,151.1939483
479.8372,138.0792112
480.0376,135.2182081
480.2379,125.1647687
480.4383,149.885265
480.6386,190.6325754
480.8389,207.3602817
481.0392,214.5800606
481.2395,222.6567722
481.4398,239.1382817
481.6401,231.318387
481.8403,216.5132456
482.0405,191.9567986
482.2408,203.4225732
482.441,217.9914773
482.6411,209.9731818
482.8413,211.0483896
483.0415,204.2544657
483.2416,208.8630434
483.4417,224.953596
483.6419,207.9688716
483.8419,247.7077893
484.042,256.2399765
484.2421,291.25132
484.4422,242.3384565
484.6422,224.3465911
484.8422,186.0520068
485.0422,208.6022253
485.2422,218.2723019
485.4422,210.5357435
485.6422,233.9930623
485.8421,218.3187893
486.042,228.8180029
486.242,200.5757443
486.4419,203.5413238
486.6417,187.0181837
486.8416,202.6202687
487.0415,201.9283668
487.2413,208.5101933
487.4411,194.3734297
487.641,178.472438
487.8408,185.6911602
488.0405,174.0559004
488.2403,162.0821293
488.4401,188.7481355
488.6398,159.5986446
488.8395,172.3717877
489.0392,143.4006341
489.2389,144.118771
489.4386,134.4926213
489.6383,91.01157719
489.8379,75.72735479
490.0376,64.6708387
490.2372,63.91231079
490.4368,34.51407469
490.6364,50.17949565
490.836,49.14081573
491.0355,63.25299237
491.2351,61.03426409
491.4346,79.20347909
491.6341,63.10729546
491.8336,69.44273003
492.0331,74.56625621
492.2326,74.43473352
492.432,59.52626759
492.6315,109.8905485
492.8309,111.4004512
493.0303,123.1393749
493.2297,62.56273245
493.4291,62.46773153
493.6284,94.75037496
493.8278,83.79476115
494.0271,125.3276718
494.2264,126.3093825
494.4257,151.1689386
494.625,166.3277978
494.8243,188.4073219
495.0236,178.3188767
495.2228,202.1800809
495.422,221.2133878
495.6213,269.7448516
495.8205,263.0544474
496.0196,300.8243127
496.2188,301.6350912
496.418,310.1704303
496.6171,296.4862546
496.8162,297.096267
497.0153,283.9668395
497.2144,364.8299316
497.4135,397.1261518
497.6126,375.1443151
497.8116,394.7531509
498.0107,389.6715256
498.2097,380.1979496
498.4087,387.4117688
498.6077,382.9378362
498.8067,375.6990107
499.0056,399.9505874
499.2046,383.0859369
499.4035,363.8843662
499.6024,343.720579
499.8013,334.8462619
500.0002,328.1493367
500.1992545,321.5863499
500.3982045,315.1546229
500.5971545,308.8515305
500.7961045,302.6744999
500.9950545,296.6210099
501.1940045,290.6885897
501.3929545,321.2494
501.5919045,314.824412
501.7908545,308.5279238
501.9898045,302.3573653
502.1887545,296.310218
502.3877045,290.3840136
502.5866545,284.5763333
502.7856045,278.8848067
502.9845545,273.3071105
503.1835045,267.8409683
503.3824545,262.484149
503.5814045,257.234466
503.7803545,252.0897767
503.9793045,247.0479811
504.1782545,242.1070215
504.3772045,237.2648811
504.5761545,232.5195835
504.7751045,227.8691918
504.9740545,223.311808
505.1730045,218.8455718
505.3719545,214.4686604
505.5709045,210.1792872
505.7698545,205.9757014
505.9688045,201.8561874
506.1677545,197.8190636
506.3667045,193.8626824
506.5656545,189.9854287
506.7646045,186.1857201
506.9635545,182.4620057
507.1625045,178.8127656
507.3614545,175.2365103
507.5604045,171.7317801
507.7593545,168.2971445
507.9583045,164.9312016
508.1572545,161.6325776
508.3562045,158.399926
508.5551545,155.2319275
508.7541045,152.127289
508.9530545,149.0847432
509.1520045,146.1030483
509.3509545,143.1809873
509.5499045,140.3173676
509.7488545,137.5110202
509.9478045,134.7607998
510.1467545,132.0655838
510.3457045,129.4242722
510.5446545,126.8357867
510.7436045,124.299071
510.9425545,121.8130896
511.1415045,119.3768278
511.3404545,116.9892912
511.5394045,114.6495054
511.7383545,112.3565153
511.9373045,110.109385
512.1362545,107.9071973
512.3352045,105.7490533
512.5341545,103.6340723
512.7331045,101.5613908
512.9320545,99.53016301
513.1310045,97.53955975
513.3299545,95.58876856
513.5289045,93.67699319
513.7278545,91.80345332
513.9268045,89.96738426
514.1257545,88.16803657
514.3247045,86.40467584
514.5236545,84.67658232
514.7226045,82.98305068
514.9215545,81.32338966
515.1205045,79.69692187
515.3194545,78.10298343
515.5184045,76.54092376
515.7173545,75.01010529
515.9163045,73.50990318
516.1152545,72.03970512
516.3142045,70.59891102
516.5131545,69.1869328
516.7121045,67.80319414
516.9110545,66.44713026
517.1100045,65.11818765
517.3089545,63.8158239
517.5079045,62.53950742
517.7068545,61.28871727
517.9058045,60.06294293
518.1047545,58.86168407
518.3037045,57.68445039
518.5026545,56.53076138
518.7016045,55.40014615
518.9005545,54.29214323
519.0995045,53.20630036
519.2984545,52.14217436
519.4974045,51.09933087
519.6963545,50.07734425
519.8953045,49.07579737
520.0942545,48.09428142
520.2932045,47.13239579
520.4921545,46.18974788
520.6911045,45.26595292
520.8900545,44.36063386
521.0890045,43.47342118
521.2879545,42.60395276
521.4869045,41.7518737
521.6858545,40.91683623
521.8848045,40.09849951
522.0837545,39.29652952
522.2827045,38.51059893
522.4816545,37.74038695
522.6806045,36.98557921
522.8795545,36.24586762
523.0785045,35.52095027
523.2774545,34.81053127
523.4764045,34.11432064
523.6753545,33.43203423
523.8743045,32.76339354
524.0732545,32.10812567
524.2722045,31.46596316
524.4711545,30.8366439
524.6701045,30.21991102
524.8690545,29.6155128
525.0680045,29.02320254
525.2669545,28.44273849
525.4659045,27.87388372
525.6648545,27.31640605
525.8638045,26.77007793
526.0627545,26.23467637
526.2617045,25.70998284
526.4606545,25.19578318
526.6596045,24.69186752
526.8585545,24.19803017
527.0575045,23.71406957
527.2564545,23.23978817
527.4554045,22.77499241
527.6543545,22.31949256
527.8533045,21.87310271
528.0522545,21.43564066
528.2512045,21.00692784
528.4501545,20.58678929
528.6491045,20.1750535
528.8480545,19.77155243
529.0470045,19.37612138
529.2459545,18.98859895
529.4449045,18.60882698
529.6438545,18.23665044
529.8428045,17.87191743
530.0417545,17.51447908
530.2407045,17.1641895
530.4396545,16.82090571
530.6386045,16.48448759
530.8375545,16.15479784
531.0365045,15.83170188
531.2354545,15.51506785
531.4344045,15.20476649
531.6333545,14.90067116
531.8323045,14.60265774
532.0312545,14.31060458
532.2302045,14.02439249
532.4291545,13.74390464
532.6281045,13.46902655
532.8270545,13.19964602
533.0260045,12.9356531
533.2249545,12.67694003
533.4239045,12.42340123
533.6228545,12.17493321
533.8218045,11.93143455
534.0207545,11.69280585
534.2197045,11.45894974
534.4186545,11.22977074
534.6176045,11.00517533
534.8165545,10.78507182
535.0155045,10.56937038
535.2144545,10.35798298
535.4134045,10.15082332
535.6123545,9.947806851
535.8113045,9.748850714
536.0102545,9.5538737
536.2092045,9.362796226
536.4081545,9.175540301
536.6071045,8.992029495
536.8060545,8.812188905
537.0050045,8.635945127
537.2039545,8.463226225
537.4029045,8.2939617
537.6018545,8.128082466
537.8008045,7.965520817
537.9997545,7.8062104
538.1987045,7.650086192
538.3976545,7.497084469
538.5966045,7.347142779
538.7955545,7.200199924
538.9945045,7.056195925
539.1934545,6.915072007
539.3924045,6.776770567
539.5913545,6.641235155
539.7903045,6.508410452
539.9892545,6.378242243
540.1882045,6.250677398
540.3871545,6.12566385
540.5861045,6.003150573
540.7850545,5.883087562
540.9840045,5.765425811
541.1829545,5.650117294
541.3819045,5.537114948
541.5808545,5.426372649
541.7798045,5.317845196
541.9787545,5.211488293
542.1777045,5.107258527
542.3766545,5.005113356
542.5756045,4.905011089
542.7745545,4.806910867
542.9735045,4.71077265
543.1724545,4.616557197
543.3714045,4.524226053
543.5703545,4.433741532
543.7693045,4.345066701
543.9682545,4.258165367
544.1672045,4.17300206
544.3661545,4.089542019
544.5651045,4.007751178
544.7640545,3.927596155
544.9630045,3.849044232
545.1619545,3.772063347
545.3609045,3.69662208
545.5598545,3.622689638
545.7588045,3.550235846
545.9577545,3.479231129
546.1567045,3.409646506
546.3556545,3.341453576
546.5546045,3.274624505
546.7535545,3.209132014
546.9525045,3.144949374
547.1514545,3.082050387
547.3504045,3.020409379
547.5493545,2.960001191
547.7483045,2.900801168
547.9472545,2.842785144
548.1462045,2.785929441
548.3451545,2.730210853
548.5441045,2.675606635
548.7430545,2.622094503
548.9420045,2.569652613
549.1409545,2.51825956
549.3399045,2.467894369
549.5388545,2.418536482
549.7378045,2.370165752
549.9367545,2.322762437
550.1357045,2.276307188
550.3346545,2.230781045
550.5336045,2.186165424
550.7325545,2.142442115
550.9315045,2.099593273
551.1304545,2.057601408
551.3294045,2.016449379
551.5283545,1.976120392
551.7273045,1.936597984
551.9262545,1.897866024
552.1252045,1.859908704
552.3241545,1.82271053
552.5231045,1.786256319
552.7220545,1.750531193
552.9210045,1.715520569
553.1199545,1.681210158
553.3189045,1.647585954
553.5178545,1.614634235
553.7168045,1.582341551
553.9157545,1.55069472
554.1147045,1.519680825
554.3136545,1.489287209
554.5126045,1.459501464
554.7115545,1.430311435
554.9105045,1.401705206
555.1094545,1.373671102
555.3084045,1.34619768
555.5073545,1.319273727
555.7063045,1.292888252
555.9052545,1.267030487
556.1042045,1.241689877
556.3031545,1.21685608
556.5021045,1.192518958
556.7010545,1.168668579
556.9000045,1.145295207
557.0989545,1.122389303
557.2979045,1.099941517
557.4968545,1.077942687
557.6958045,1.056383833
557.8947545,1.035256157
558.0937045,1.014551033
558.2926545,0.994260013
558.4916045,0.974374812
558.6905545,0.954887316
558.8895045,0.93578957
559.0884545,0.917073779
559.2874045,0.898732303
559.4863545,0.880757657
559.6853045,0.863142504
559.8842545,0.845879654
560.0832045,0.828962061
560.2821545,0.812382819
560.4811045,0.796135163
560.6800545,0.78021246
560.8790045,0.764608211
561.0779545,0.749316046
561.2769045,0.734329725
561.4758545,0.719643131
561.6748045,0.705250268
561.8737545,0.691145263
562.0727045,0.677322358
562.2716545,0.66377591
562.4706045,0.650500392
562.6695545,0.637490384
562.8685045,0.624740577
563.0674545,0.612245765
563.2664045,0.60000085
563.4653545,0.588000833
563.6643045,0.576240816
563.8632545,0.564716
564.0622045,0.55342168
564.2611545,0.542353246
564.4601045,0.531506181
564.6590545,0.520876058
564.8580045,0.510458537
565.0569545,0.500249366
565.2559045,0.490244379
565.4548545,0.480439491
565.6538045,0.470830701
565.8527545,0.461414087
566.0517045,0.452185805
566.2506545,0.443142089
566.4496045,0.434279248
566.6485545,0.425593663
566.8475045,0.417081789
567.0464545,0.408740154
567.2454045,0.40056535
567.4443545,0.392554043
567.6433045,0.384702963
567.8422545,0.377008903
568.0412045,0.369468725
568.2401545,0.362079351
568.4391045,0.354837764
568.6380545,0.347741008
568.8370045,0.340786188
569.0359545,0.333970465
569.2349045,0.327291055
569.4338545,0.320745234
569.6328045,0.314330329
569.8317545,0.308043723
570.0307045,0.301882848
570.2296545,0.295845191
570.4286045,0.289928288
570.6275545,0.284129722
570.8265045,0.278447127
571.0254545,0.272878185
571.2244045,0.267420621
571.4233545,0.262072209
571.6223045,0.256830765
571.8212545,0.251694149
572.0202045,0.246660266
572.2191545,0.241727061
572.4181045,0.23689252
572.6170545,0.232154669
572.8160045,0.227511576
573.0149545,0.222961344
573.2139045,0.218502118
573.4128545,0.214132075
573.6118045,0.209849434
573.8107545,0.205652445
574.0097045,0.201539396
574.2086545,0.197508608
574.4076045,0.193558436
574.6065545,0.189687267
574.8055045,0.185893522
575.0044545,0.182175652
575.2034045,0.178532139
575.4023545,0.174961496
575.6013045,0.171462266
575.8002545,0.168033021
575.9992045,0.16467236
576.1981545,0.161378913
576.3971045,0.158151335
576.5960545,0.154988308
576.7950045,0.151888542
576.9939545,0.148850771
577.1929045,0.145873756
577.3918545,0.14295628
577.5908045,0.140097155
577.7897545,0.137295212
577.9887045,0.134549307
578.1876545,0.131858321
578.3866045,0.129221155
578.5855545,0.126636732
578.7845045,0.124103997
578.9834545,0.121621917
579.1824045,0.119189479
579.3813545,0.116805689
579.5803045,0.114469576
579.7792545,0.112180184
579.9782045,0.10993658
580.1771545,0.107737849
580.3761045,0.105583092
580.5750545,0.10347143
580.7740045,0.101402001
580.9729545,0.099373961
581.1719045,0.097386482
581.3708545,0.095438752
581.5698045,0.093529977
581.7687545,0.091659378
581.9677045,0.08982619
582.1666545,0.088029666
582.3656045,0.086269073
582.5645545,0.084543692
582.7635045,0.082852818
582.9624545,0.081195761
583.1614045,0.079571846
583.3603545,0.077980409
583.5593045,0.076420801
583.7582545,0.074892385
583.9572045,0.073394537
584.1561545,0.071926647
584.3551045,0.070488114
584.5540545,0.069078351
584.7530045,0.067696784
584.9519545,0.066342849
585.1509045,0.065015992
585.3498545,0.063715672
585.5488045,0.062441358
585.7477545,0.061192531
585.9467045,0.059968681
586.1456545,0.058769307
586.3446045,0.057593921
586.5435545,0.056442043
586.7425045,0.055313202
586.9414545,0.054206938
587.1404045,0.053122799
587.3393545,0.052060343
587.5383045,0.051019136
587.7372545,0.049998753
587.9362045,0.048998778
588.1351545,0.048018803
588.3341045,0.047058427
588.5330545,0.046117258
588.7320045,0.045194913
588.9309545,0.044291015
589.1299045,0.043405194
589.3288545,0.042537091
589.5278045,0.041686349
589.7267545,0.040852622
589.9257045,0.040035569
590.1246545,0.039234858
590.3236045,0.038450161
590.5225545,0.037681158
590.7215045,0.036927534
590.9204545,0.036188984
591.1194045,0.035465204
591.3183545,0.0347559
591.5173045,0.034060782
591.7162545,0.033379566
591.9152045,0.032711975
592.1141545,0.032057735
592.3131045,0.031416581
592.5120545,0.030788249
592.7110045,0.030172484
592.9099545,0.029569034
593.1089045,0.028977654
593.3078545,0.028398101
593.5068045,0.027830139
593.7057545,0.027273536
593.9047045,0.026728065
594.1036545,0.026193504
594.3026045,0.025669634
594.5015545,0.025156241
594.7005045,0.024653116
594.8994545,0.024160054
595.0984045,0.023676853
595.2973545,0.023203316
595.4963045,0.02273925
595.6952545,0.022284465
595.8942045,0.021838775
596.0931545,0.021402
596.2921045,0.02097396
596.4910545,0.020554481
596.6900045,0.020143391
596.8889545,0.019740523
597.0879045,0.019345713
597.2868545,0.018958798
597.4858045,0.018579622
597.6847545,0.01820803
597.8837045,0.017843869
598.0826545,0.017486992
598.2816045,0.017137252
598.4805545,0.016794507
598.6795045,0.016458617
598.8784545,0.016129445
599.0774045,0.015806856
599.2763545,0.015490719
599.4753045,0.015180904
599.6742545,0.014877286
599.8732045,0.01457974
600.0721545,0.014288146
